3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:13.585220,126,349,7,733,0,8,4,7382,PCC,7,,0,1,C-RNTI,0,2,,Pass,1,First,0,6144,2,3,8,43008,0,1,0,16,16,6 bit LLR,438,0.428,0,Pass,0,First,0,5184,3,4,8,43008,1,1,0,16,16,6 bit LLR,493,0.481,0,1,0,C-RNTI,0,2,,Pass,0,First,0,5696,4,5,8,67584,0,1,0,16,16,6 bit LLR,431,0.421,0,Pass,0,First,0,5312,5,6,8,67584,1,1,0,16,16,6 bit LLR,482,0.471,0,2,3,C-RNTI,0,2,,Fail,1,First,0,4992,3,4,8,46080,0,1,0,16,16,6 bit LLR,443,0.433,0,Fail,0,First,0,5376,3,4,8,46080,1,1,0,16,16,6 bit LLR,477,0.466,0,3,4,C-RNTI,0,2,,Fail,0,First,0,5184,3,4,8,30016,0,1,0,16,16,6 bit LLR,707,0.690,0,Fail,1,First,0,5184,3,4,8,30016,1,1,0,16,16,6 bit LLR,707,0.690,0,4,5,C-RNTI,0,2,,Fail,0,First,0,5504,4,5,8,64512,0,1,0,16,16,6 bit LLR,436,0.426,0,Fail,1,First,0,5504,5,6,8,64512,1,1,0,16,16,6 bit LLR,524,0.512,0,5,2,C-RNTI,0,2,,Pass,1,Second,2,5568,1,2,8,21504,0,1,0,16,16,6 bit LLR,530,0.518,1,Pass,0,Second,2,5184,1,2,8,21504,1,1,0,16,16,6 bit LLR,493,0.481,1,6,7,C-RNTI,0,2,,Pass,0,Second,2,5952,3,4,8,55296,0,1,0,16,16,6 bit LLR,440,0.430,1,Pass,1,First,0,5952,3,4,8,55296,1,1,0,16,16,6 bit LLR,440,0.430,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:13.591841,126,349,4,734,0,8,4,7382,PCC,7,,0,6,C-RNTI,0,2,,Pass,1,First,0,5696,4,5,8,47104,0,1,0,16,16,6 bit LLR,619,0.604,0,Pass,1,First,0,6144,4,5,8,70656,1,1,0,16,16,6 bit LLR,445,0.435,0,1,1,C-RNTI,0,2,,Pass,0,First,0,4352,2,3,8,27360,0,1,0,16,16,6 bit LLR,488,0.477,0,Fail,1,First,0,5120,2,3,8,27360,1,1,0,16,16,6 bit LLR,574,0.561,0,2,0,C-RNTI,0,2,,Pass,1,First,0,5504,4,5,8,64512,0,1,0,16,16,6 bit LLR,436,0.426,0,Pass,1,First,0,5504,4,5,8,64512,1,1,0,16,16,6 bit LLR,436,0.426,0,3,3,C-RNTI,0,2,,Pass,1,Second,2,4992,3,4,8,46080,0,1,0,16,16,6 bit LLR,443,0.433,1,Pass,0,Second,2,5376,3,4,8,46080,1,1,0,16,16,6 bit LLR,477,0.466,1,4,4,C-RNTI,0,2,,Pass,0,Second,2,5184,3,4,8,34816,0,1,0,16,16,6 bit LLR,609,0.595,1,Pass,1,Second,2,5184,3,4,8,34816,1,1,0,16,16,6 bit LLR,609,0.595,1,5,5,C-RNTI,0,2,,Pass,0,Second,2,5504,4,5,8,61440,0,1,0,16,16,6 bit LLR,458,0.447,1,Pass,1,Second,2,5504,5,6,8,61440,1,1,0,16,16,6 bit LLR,550,0.537,1,6,2,C-RNTI,0,2,,Pass,0,First,0,3648,1,2,8,11712,0,1,0,16,16,6 bit LLR,637,0.622,0,Pass,1,First,0,4032,1,2,8,11712,1,1,0,16,16,6 bit LLR,705,0.688,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:13.599158,126,349,1,735,0,8,4,7382,PCC,7,,0,7,C-RNTI,0,2,,Fail,1,First,0,5696,2,3,8,39936,0,1,0,16,16,6 bit LLR,438,0.428,0,Pass,0,First,0,4928,2,3,8,26624,1,1,0,16,16,6 bit LLR,568,0.555,0,1,6,C-RNTI,0,2,,Pass,0,First,0,5504,4,5,8,45056,0,1,0,16,16,6 bit LLR,625,0.610,0,Pass,0,First,0,5696,4,5,8,67584,1,1,0,16,16,6 bit LLR,431,0.421,0,2,1,C-RNTI,0,2,,Pass,1,First,0,5184,1,2,8,18432,0,1,0,16,16,6 bit LLR,576,0.562,0,Pass,1,Second,2,5120,2,3,8,27648,1,1,0,16,16,6 bit LLR,568,0.555,1,3,0,C-RNTI,0,2,,Pass,0,First,0,4928,2,3,8,24128,0,1,0,16,16,6 bit LLR,627,0.612,0,Pass,0,First,0,5696,2,3,8,36192,1,1,0,16,16,6 bit LLR,483,0.472,0,4,3,C-RNTI,0,2,,Pass,0,First,0,4224,2,3,8,20320,0,1,0,16,16,6 bit LLR,638,0.623,0,Pass,1,First,0,4544,2,3,8,20320,1,1,0,16,16,6 bit LLR,686,0.670,0,5,4,C-RNTI,0,2,,Pass,1,First,0,5184,1,2,8,18560,0,1,0,16,16,6 bit LLR,572,0.559,0,Pass,0,First,0,4928,2,3,8,27840,1,1,0,16,16,6 bit LLR,543,0.530,0,6,5,C-RNTI,0,2,,Pass,1,First,0,4544,2,3,8,22272,0,1,0,16,16,6 bit LLR,626,0.611,0,Pass,0,First,0,5312,2,3,8,33408,1,1,0,16,16,6 bit LLR,488,0.477,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:13.606278,126,349,8,735,0,8,4,7382,PCC,7,,0,2,C-RNTI,0,2,,Pass,1,First,0,5760,1,2,8,20416,0,1,0,16,16,6 bit LLR,577,0.563,0,Pass,0,First,0,4736,2,3,8,30624,1,1,0,16,16,6 bit LLR,475,0.464,0,1,7,C-RNTI,0,2,,Pass,1,Second,2,5696,2,3,8,36192,0,1,0,16,16,6 bit LLR,483,0.472,1,Pass,1,First,0,4928,2,3,8,24128,1,1,0,16,16,6 bit LLR,627,0.612,0,2,6,C-RNTI,0,2,,Pass,1,First,0,6144,1,2,8,21248,0,1,0,16,16,6 bit LLR,592,0.578,0,Pass,1,First,0,5312,2,3,8,31872,1,1,0,16,16,6 bit LLR,512,0.500,0,3,1,C-RNTI,0,2,,Pass,0,First,0,4608,1,2,8,18560,0,1,0,16,16,6 bit LLR,508,0.496,0,Pass,0,First,0,4928,2,3,8,27840,1,1,0,16,16,6 bit LLR,543,0.530,0,4,0,C-RNTI,0,2,,Pass,1,First,0,4992,1,2,8,20416,0,1,0,16,16,6 bit LLR,500,0.488,0,Pass,1,First,0,5312,2,3,8,30624,1,1,0,16,16,6 bit LLR,532,0.520,0,5,3,C-RNTI,0,2,,Pass,1,First,0,4544,2,3,8,24128,0,1,0,16,16,6 bit LLR,578,0.564,0,Pass,0,First,0,5696,2,3,8,36192,1,1,0,16,16,6 bit LLR,483,0.472,0,6,4,C-RNTI,0,2,,Pass,0,First,0,4160,1,2,8,14848,0,1,0,16,16,6 bit LLR,573,0.560,0,Pass,1,First,0,5184,1,2,8,22272,1,1,0,16,16,6 bit LLR,476,0.465,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:16.557029,126,349,9,6,0,8,4,7382,PCC,7,,0,7,C-RNTI,0,2,,Pass,1,First,0,5376,3,4,8,43008,0,1,0,16,16,6 bit LLR,512,0.500,0,Pass,1,First,0,5120,4,5,8,43008,1,1,0,16,16,6 bit LLR,609,0.595,0,1,4,C-RNTI,0,2,,Pass,0,First,0,5120,4,5,8,49664,0,1,0,16,16,6 bit LLR,527,0.515,0,Pass,0,First,0,5696,4,5,8,49664,1,1,0,16,16,6 bit LLR,587,0.573,0,2,0,C-RNTI,0,2,,Pass,0,First,0,5312,2,3,8,28672,0,1,0,16,16,6 bit LLR,569,0.556,0,Pass,1,First,0,5696,2,3,8,28672,1,1,0,16,16,6 bit LLR,610,0.596,0,3,3,C-RNTI,0,2,,Pass,1,First,0,5696,4,5,8,51200,0,1,0,16,16,6 bit LLR,569,0.556,0,Pass,1,First,0,5504,5,6,8,76800,1,1,0,16,16,6 bit LLR,440,0.430,0,4,6,C-RNTI,0,2,,Pass,0,First,0,5952,3,4,8,47104,0,1,0,16,16,6 bit LLR,517,0.505,0,Pass,0,First,0,5312,4,5,8,47104,1,1,0,16,16,6 bit LLR,577,0.563,0,5,2,C-RNTI,0,2,,Pass,1,First,0,5760,3,4,8,40960,0,1,0,16,16,6 bit LLR,576,0.562,0,Pass,1,First,0,5312,4,5,8,61440,1,1,0,16,16,6 bit LLR,442,0.432,0,6,1,C-RNTI,0,2,,Pass,1,First,0,5120,4,5,8,50624,0,1,0,16,16,6 bit LLR,517,0.505,0,Pass,1,First,0,6144,4,5,8,50624,1,1,0,16,16,6 bit LLR,621,0.606,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:16.564135,126,349,6,7,0,8,4,7382,PCC,7,,0,5,C-RNTI,0,2,,Pass,0,First,0,5760,3,4,8,45056,0,1,0,16,16,6 bit LLR,523,0.511,0,Pass,1,First,0,5120,4,5,8,45056,1,1,0,16,16,6 bit LLR,581,0.567,0,1,7,C-RNTI,0,2,,Pass,0,First,0,5120,4,5,8,51200,0,1,0,16,16,6 bit LLR,512,0.500,0,Pass,0,First,0,6144,4,5,8,51200,1,1,0,16,16,6 bit LLR,614,0.600,0,2,4,C-RNTI,0,2,,Pass,1,First,0,5504,4,5,8,49152,0,1,0,16,16,6 bit LLR,573,0.560,0,Pass,1,First,0,5888,4,5,8,49152,1,1,0,16,16,6 bit LLR,613,0.599,0,3,0,C-RNTI,0,2,,Pass,1,First,0,5312,2,3,8,26624,0,1,0,16,16,6 bit LLR,612,0.598,0,Pass,0,First,0,5696,2,3,8,39936,1,1,0,16,16,6 bit LLR,438,0.428,0,4,3,C-RNTI,0,2,,Pass,0,First,0,5376,3,4,8,41472,0,1,0,16,16,6 bit LLR,530,0.518,0,Pass,0,First,0,5120,4,5,8,41472,1,1,0,16,16,6 bit LLR,632,0.617,0,5,6,C-RNTI,0,2,,Pass,1,First,0,5120,4,5,8,45056,0,1,0,16,16,6 bit LLR,581,0.567,0,Pass,1,First,0,5696,4,5,8,67584,1,1,0,16,16,6 bit LLR,431,0.421,0,6,2,C-RNTI,0,2,,Pass,0,First,0,4736,2,3,8,33792,0,1,0,16,16,6 bit LLR,430,0.420,0,Pass,0,First,0,4736,2,3,8,33792,1,1,0,16,16,6 bit LLR,430,0.420,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:16.571269,126,349,3,8,0,8,4,7382,PCC,7,,0,1,C-RNTI,0,2,,Pass,0,First,0,5952,1,2,8,27648,0,1,0,16,16,6 bit LLR,440,0.430,0,Pass,0,First,0,5952,1,2,8,27648,1,1,0,16,16,6 bit LLR,440,0.430,0,1,5,C-RNTI,0,2,,Pass,1,First,0,5952,3,4,8,47104,0,1,0,16,16,6 bit LLR,517,0.505,0,Pass,0,First,0,6144,4,5,8,70656,1,1,0,16,16,6 bit LLR,445,0.435,0,2,7,C-RNTI,0,2,,Pass,1,First,0,5760,3,4,8,40768,0,1,0,16,16,6 bit LLR,578,0.564,0,Pass,1,First,0,5312,4,5,8,61152,1,1,0,16,16,6 bit LLR,444,0.434,0,3,4,C-RNTI,0,2,,Pass,0,First,0,5120,4,5,8,51200,0,1,0,16,16,6 bit LLR,512,0.500,0,Pass,0,First,0,5504,5,6,8,76800,1,1,0,16,16,6 bit LLR,440,0.430,0,4,0,C-RNTI,0,2,,Pass,0,First,0,5696,2,3,8,39936,0,1,0,16,16,6 bit LLR,438,0.428,0,Pass,1,First,0,5696,2,3,8,39936,1,1,0,16,16,6 bit LLR,438,0.428,0,5,3,C-RNTI,0,2,,Pass,1,First,0,5120,4,5,8,51200,0,1,0,16,16,6 bit LLR,512,0.500,0,Pass,1,First,0,5504,5,6,8,76800,1,1,0,16,16,6 bit LLR,440,0.430,0,6,6,C-RNTI,0,2,,Pass,0,First,0,5376,3,4,8,43008,0,1,0,16,16,6 bit LLR,512,0.500,0,Pass,0,First,0,5504,4,5,8,64512,1,1,0,16,16,6 bit LLR,436,0.426,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:16.578020,126,349,0,9,0,8,4,7382,PCC,7,,0,2,C-RNTI,0,2,,Pass,1,First,0,5120,4,5,8,49664,0,1,0,16,16,6 bit LLR,527,0.515,0,Pass,1,First,0,6144,4,5,8,49664,1,1,0,16,16,6 bit LLR,633,0.618,0,1,1,C-RNTI,0,2,,Pass,1,First,0,5120,4,5,8,51200,0,1,0,16,16,6 bit LLR,512,0.500,0,Fail,1,First,0,5504,5,6,8,76800,1,1,0,16,16,6 bit LLR,440,0.430,0,2,5,C-RNTI,0,2,,Pass,0,First,0,5696,4,5,8,51200,0,1,0,16,16,6 bit LLR,569,0.556,0,Pass,1,First,0,5504,5,6,8,76800,1,1,0,16,16,6 bit LLR,440,0.430,0,3,7,C-RNTI,0,2,,Pass,0,First,0,5504,4,5,8,49152,0,1,0,16,16,6 bit LLR,573,0.560,0,Pass,0,First,0,5312,5,6,8,73728,1,1,0,16,16,6 bit LLR,442,0.432,0,4,4,C-RNTI,0,2,,Pass,1,First,0,5504,4,5,8,49152,0,1,0,16,16,6 bit LLR,573,0.560,0,Pass,1,First,0,5312,5,6,8,73728,1,1,0,16,16,6 bit LLR,442,0.432,0,5,0,C-RNTI,0,2,,Pass,1,First,0,5696,4,5,8,50624,0,1,0,16,16,6 bit LLR,576,0.562,0,Pass,0,First,0,5504,5,6,8,75936,1,1,0,16,16,6 bit LLR,445,0.435,0,6,3,C-RNTI,0,2,,Pass,0,First,0,4928,4,5,8,40960,0,1,0,16,16,6 bit LLR,616,0.602,0,Pass,0,First,0,4928,4,5,8,40960,1,1,0,16,16,6 bit LLR,616,0.602,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:16.585213,126,349,7,9,0,8,4,7382,PCC,7,,0,6,C-RNTI,0,2,,Pass,1,First,0,5696,4,5,8,51200,0,1,0,16,16,6 bit LLR,569,0.556,0,Pass,1,First,0,5504,5,6,8,76800,1,1,0,16,16,6 bit LLR,440,0.430,0,1,2,C-RNTI,0,2,,Pass,0,First,0,5120,4,5,8,46400,0,1,0,16,16,6 bit LLR,564,0.551,0,Fail,0,First,0,6144,4,5,8,46400,1,1,0,16,16,6 bit LLR,677,0.661,0,2,1,C-RNTI,0,2,,Pass,0,First,0,5696,4,5,8,51200,0,1,0,16,16,6 bit LLR,569,0.556,0,Pass,1,Second,2,5504,5,6,8,76800,1,1,0,16,16,6 bit LLR,440,0.430,1,3,5,C-RNTI,0,2,,Pass,1,First,0,5504,4,5,8,47616,0,1,0,16,16,6 bit LLR,591,0.577,0,Fail,0,First,0,5312,5,6,8,71424,1,1,0,16,16,6 bit LLR,456,0.445,0,4,7,C-RNTI,0,2,,Pass,1,First,0,5696,4,5,8,51200,0,1,0,16,16,6 bit LLR,569,0.556,0,Pass,1,First,0,5504,5,6,8,76800,1,1,0,16,16,6 bit LLR,440,0.430,0,5,4,C-RNTI,0,2,,Pass,0,First,0,5696,4,5,8,51200,0,1,0,16,16,6 bit LLR,569,0.556,0,Pass,0,First,0,5504,5,6,8,76800,1,1,0,16,16,6 bit LLR,440,0.430,0,6,0,C-RNTI,0,2,,Pass,0,First,0,5696,4,5,8,51200,0,1,0,16,16,6 bit LLR,569,0.556,0,Pass,1,First,0,5504,5,6,8,76800,1,1,0,16,16,6 bit LLR,440,0.430,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:16.591842,126,349,4,10,0,8,4,7382,PCC,7,,0,3,C-RNTI,0,2,,Pass,1,First,0,5696,4,5,8,51200,0,1,0,16,16,6 bit LLR,569,0.556,0,Pass,1,First,0,5504,5,6,8,76800,1,1,0,16,16,6 bit LLR,440,0.430,0,1,6,C-RNTI,0,2,,Pass,0,First,0,4352,2,3,8,30432,0,1,0,16,16,6 bit LLR,439,0.429,0,Pass,0,First,0,4928,2,3,8,30432,1,1,0,16,16,6 bit LLR,497,0.485,0,2,2,C-RNTI,0,2,,Pass,1,First,0,5696,4,5,8,51200,0,1,0,16,16,6 bit LLR,569,0.556,0,Pass,0,Second,2,6144,4,5,8,51200,1,1,0,16,16,6 bit LLR,614,0.600,1,3,1,C-RNTI,0,2,,Pass,1,First,0,4928,4,5,8,49152,0,1,0,16,16,6 bit LLR,513,0.501,0,Pass,0,First,0,5312,5,6,8,73728,1,1,0,16,16,6 bit LLR,442,0.432,0,4,5,C-RNTI,0,2,,Pass,0,First,0,4928,4,5,8,49152,0,1,0,16,16,6 bit LLR,513,0.501,0,Pass,0,Second,2,5312,5,6,8,73728,1,1,3,16,16,6 bit LLR,442,0.432,1,5,7,C-RNTI,0,2,,Pass,0,First,0,6144,1,2,8,20480,0,1,0,16,16,6 bit LLR,614,0.600,0,Pass,0,First,0,4928,2,3,8,30720,1,1,0,16,16,6 bit LLR,492,0.480,0,6,4,C-RNTI,0,2,,Pass,1,First,0,5312,2,3,8,36096,0,1,0,16,16,6 bit LLR,452,0.441,0,Pass,1,First,0,5312,2,3,8,36096,1,1,0,16,16,6 bit LLR,452,0.441,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:16.599149,126,349,1,11,0,8,4,7382,PCC,7,,0,0,C-RNTI,0,2,,Pass,1,First,0,4928,2,3,8,24576,0,1,0,16,16,6 bit LLR,616,0.602,0,Pass,0,First,0,5888,2,3,8,36864,1,1,0,16,16,6 bit LLR,490,0.479,0,1,3,C-RNTI,0,2,,Pass,0,First,0,4352,2,3,8,30720,0,1,0,16,16,6 bit LLR,435,0.425,0,Pass,0,First,0,4928,2,3,8,30720,1,1,0,16,16,6 bit LLR,492,0.480,0,2,6,C-RNTI,0,2,,Pass,1,First,0,5568,1,2,8,18432,0,1,0,16,16,6 bit LLR,618,0.604,0,Fail,1,First,0,5120,2,3,8,27648,1,1,0,16,16,6 bit LLR,568,0.555,0,3,2,C-RNTI,0,2,,Pass,0,First,0,4928,2,3,8,24576,0,1,0,16,16,6 bit LLR,616,0.602,0,Pass,1,First,0,5888,2,3,8,36864,1,1,0,16,16,6 bit LLR,490,0.479,0,4,1,C-RNTI,0,2,,Pass,0,First,0,4928,2,3,8,24000,0,1,0,16,16,6 bit LLR,630,0.615,0,Pass,1,First,0,5888,2,3,8,36000,1,1,0,16,16,6 bit LLR,502,0.490,0,5,5,C-RNTI,0,2,,Pass,1,First,0,5312,2,3,8,26624,0,1,0,16,16,6 bit LLR,612,0.598,0,Pass,1,First,0,4800,3,4,8,39936,1,1,0,16,16,6 bit LLR,492,0.480,0,6,7,C-RNTI,0,2,,Pass,1,First,0,4928,2,3,8,24576,0,1,0,16,16,6 bit LLR,616,0.602,0,Pass,1,First,0,5888,2,3,8,36864,1,1,0,16,16,6 bit LLR,490,0.479,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:16.606256,126,349,8,11,0,8,4,7382,PCC,7,,0,4,C-RNTI,0,2,,Pass,0,First,0,5696,2,3,8,39936,0,1,0,16,16,6 bit LLR,438,0.428,0,Pass,0,First,0,4800,3,4,8,39936,1,1,0,16,16,6 bit LLR,492,0.480,0,1,0,C-RNTI,0,2,,Pass,0,First,0,4352,2,3,8,30720,0,1,0,16,16,6 bit LLR,435,0.425,0,Pass,1,First,0,4928,2,3,8,30720,1,1,0,16,16,6 bit LLR,492,0.480,0,2,3,C-RNTI,0,2,,Pass,1,First,0,4928,2,3,8,25088,0,1,0,16,16,6 bit LLR,603,0.589,0,Pass,1,First,0,5696,2,3,8,37632,1,1,0,16,16,6 bit LLR,464,0.453,0,3,6,C-RNTI,0,2,,Pass,0,First,0,4608,1,2,8,18432,0,1,0,16,16,6 bit LLR,512,0.500,0,Pass,1,Second,2,5120,2,3,8,27648,1,1,1,16,16,6 bit LLR,568,0.555,1,4,2,C-RNTI,0,2,,Pass,1,First,0,5568,1,2,8,18432,0,1,0,16,16,6 bit LLR,618,0.604,0,Pass,0,First,0,4736,2,3,8,27648,1,1,0,16,16,6 bit LLR,526,0.514,0,5,1,C-RNTI,0,2,,Pass,1,First,0,5312,2,3,8,36864,0,1,0,16,16,6 bit LLR,442,0.432,0,Fail,0,First,0,4800,3,4,8,36864,1,1,0,16,16,6 bit LLR,533,0.521,0,6,5,C-RNTI,0,2,,Pass,0,First,0,4224,2,3,8,22528,0,1,0,16,16,6 bit LLR,576,0.562,0,Pass,0,First,0,5312,2,3,8,33792,1,1,0,16,16,6 bit LLR,482,0.471,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:16.613081,126,349,5,12,0,8,4,7382,PCC,7,,0,7,C-RNTI,0,2,,Fail,0,First,0,4928,2,3,8,30432,0,1,0,16,16,6 bit LLR,497,0.485,0,Fail,0,First,0,5312,2,3,8,30432,1,1,0,16,16,6 bit LLR,536,0.523,0,1,4,C-RNTI,0,2,,Pass,1,First,0,5184,1,2,8,24576,0,1,0,16,16,6 bit LLR,432,0.422,0,Pass,1,First,0,4224,2,3,8,24576,1,1,0,16,16,6 bit LLR,528,0.516,0,2,0,C-RNTI,0,2,,Pass,1,First,0,4352,2,3,8,30720,0,1,0,16,16,6 bit LLR,435,0.425,0,Pass,0,First,0,5312,2,3,8,30720,1,1,0,16,16,6 bit LLR,531,0.519,0,3,3,C-RNTI,0,2,,Pass,0,First,0,4736,2,3,8,33792,0,1,0,16,16,6 bit LLR,430,0.420,0,Pass,0,First,0,5888,2,3,8,33792,1,1,0,16,16,6 bit LLR,535,0.522,0,4,6,C-RNTI,0,2,,Pass,1,First,0,4928,2,3,8,22272,0,1,0,16,16,6 bit LLR,679,0.663,0,Pass,0,First,0,5312,2,3,8,33408,1,1,0,16,16,6 bit LLR,488,0.477,0,5,2,C-RNTI,0,2,,Pass,0,First,0,4608,1,2,8,16192,0,1,0,16,16,6 bit LLR,582,0.568,0,Fail,1,First,0,4352,2,3,8,24288,1,1,0,16,16,6 bit LLR,550,0.537,0,6,1,C-RNTI,0,2,,Pass,0,First,0,4544,2,3,8,24576,0,1,0,16,16,6 bit LLR,568,0.555,0,Pass,0,Second,2,4800,3,4,8,36864,1,1,2,16,16,6 bit LLR,533,0.521,1,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:16.620212,126,349,2,13,0,8,4,7382,PCC,7,,0,5,C-RNTI,0,2,,Pass,1,First,0,4608,1,2,8,16384,0,1,0,16,16,6 bit LLR,576,0.562,0,Pass,1,First,0,4544,2,3,8,24576,1,1,0,16,16,6 bit LLR,568,0.555,0,1,7,C-RNTI,0,2,,Pass,0,Second,2,4928,2,3,8,30720,0,1,0,16,16,6 bit LLR,492,0.480,1,Pass,0,Second,2,5312,2,3,8,30720,1,1,0,16,16,6 bit LLR,531,0.519,1,2,4,C-RNTI,0,2,,Pass,0,First,0,4544,2,3,8,22528,0,1,0,16,16,6 bit LLR,619,0.604,0,Pass,0,First,0,5312,2,3,8,33792,1,1,0,16,16,6 bit LLR,482,0.471,0,3,0,C-RNTI,0,2,,Pass,0,First,0,4608,1,2,8,16512,0,1,0,16,16,6 bit LLR,571,0.558,0,Pass,1,First,0,5568,1,2,8,16512,1,1,0,16,16,6 bit LLR,690,0.674,0,4,3,C-RNTI,0,2,,Pass,1,First,0,4544,2,3,8,24576,0,1,0,16,16,6 bit LLR,568,0.555,0,Pass,1,First,0,5888,2,3,8,36864,1,1,0,16,16,6 bit LLR,490,0.479,0,5,6,C-RNTI,0,2,,Pass,0,First,0,4928,2,3,8,26624,0,1,0,16,16,6 bit LLR,568,0.555,0,Pass,1,First,0,4800,3,4,8,39936,1,1,0,16,16,6 bit LLR,492,0.480,0,6,2,C-RNTI,0,2,,Pass,1,First,0,4160,1,2,8,16704,0,1,0,16,16,6 bit LLR,510,0.498,0,Pass,1,Second,2,4352,2,3,8,25056,1,1,2,16,16,6 bit LLR,533,0.521,1,,,,,,
