3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:15.643090,126,349,5,939,0,8,4,7382,PCC,7,,0,4,C-RNTI,0,2,,Pass,1,First,0,6144,2,3,8,36288,0,1,0,16,16,6 bit LLR,520,0.508,0,Pass,1,First,0,5184,3,4,8,36288,1,1,0,16,16,6 bit LLR,585,0.571,0,1,6,C-RNTI,0,2,,Fail,1,First,0,5312,2,3,8,36864,0,1,0,16,16,6 bit LLR,442,0.432,0,Fail,1,First,0,5312,2,3,8,36864,1,1,0,16,16,6 bit LLR,442,0.432,0,2,0,C-RNTI,0,2,,Fail,1,First,0,4928,2,3,8,22272,0,1,0,16,16,6 bit LLR,679,0.663,0,Pass,0,First,0,4928,2,3,8,22272,1,1,0,16,16,6 bit LLR,679,0.663,0,3,2,C-RNTI,0,2,,Pass,0,First,0,5312,2,3,8,36864,0,1,0,16,16,6 bit LLR,442,0.432,0,Pass,0,First,0,5312,2,3,8,36864,1,1,0,16,16,6 bit LLR,442,0.432,0,4,1,C-RNTI,0,2,,Pass,0,First,0,4160,1,2,8,18432,0,1,0,16,16,6 bit LLR,462,0.451,0,Pass,1,Second,2,5952,1,2,8,27648,1,1,0,16,16,6 bit LLR,440,0.430,1,5,5,C-RNTI,0,2,,Pass,1,First,0,4928,2,3,8,24064,0,1,0,16,16,6 bit LLR,629,0.614,0,Pass,1,First,0,4928,2,3,8,24064,1,1,0,16,16,6 bit LLR,629,0.614,0,6,7,C-RNTI,0,2,,Pass,0,First,0,4928,4,5,8,49152,0,1,0,16,16,6 bit LLR,513,0.501,0,Pass,0,First,0,5504,4,5,8,49152,1,1,0,16,16,6 bit LLR,573,0.560,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:15.651258,126,349,2,940,0,8,4,7382,PCC,7,,0,3,C-RNTI,0,2,,Pass,1,First,0,4288,1,2,8,14336,0,1,0,16,16,6 bit LLR,612,0.598,0,Pass,0,First,0,5184,1,2,8,21504,1,1,0,16,16,6 bit LLR,493,0.481,0,1,4,C-RNTI,0,2,,Fail,0,First,0,4544,2,3,8,24576,0,1,0,16,16,6 bit LLR,568,0.555,0,Fail,0,First,0,5312,2,3,8,36864,1,1,0,16,16,6 bit LLR,442,0.432,0,2,6,C-RNTI,0,2,,Pass,1,Second,2,5312,2,3,8,36864,0,1,1,16,16,6 bit LLR,442,0.432,1,Pass,1,Second,2,5312,2,3,8,36864,1,1,2,16,16,6 bit LLR,442,0.432,1,4,0,C-RNTI,0,2,,Pass,1,Second,2,4928,2,3,8,24576,0,1,0,16,16,6 bit LLR,616,0.602,1,Pass,1,First,0,6144,1,2,8,24576,1,1,0,16,16,6 bit LLR,512,0.500,0,5,2,C-RNTI,0,2,,Pass,1,First,0,4928,2,3,8,24576,0,1,0,16,16,6 bit LLR,616,0.602,0,Pass,1,First,0,5312,2,3,8,36864,1,1,0,16,16,6 bit LLR,442,0.432,0,6,1,C-RNTI,0,2,,Fail,1,First,0,3264,1,2,8,13920,0,1,0,16,16,6 bit LLR,480,0.469,0,Fail,0,First,0,3264,1,2,8,13920,1,1,0,16,16,6 bit LLR,480,0.469,0,7,5,C-RNTI,0,2,,Fail,0,First,0,4352,2,3,8,30720,0,1,0,16,16,6 bit LLR,435,0.425,0,Pass,0,First,0,4352,2,3,8,30720,1,1,0,16,16,6 bit LLR,435,0.425,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:15.658087,126,349,0,941,0,8,4,7382,PCC,7,,0,7,C-RNTI,0,2,,Pass,1,First,0,5568,1,2,8,17920,0,1,0,16,16,6 bit LLR,636,0.621,0,Pass,1,First,0,5952,1,2,8,26880,1,1,0,16,16,6 bit LLR,453,0.442,0,1,4,C-RNTI,0,2,,Pass,0,Second,2,4544,2,3,8,26112,0,1,0,16,16,6 bit LLR,534,0.521,1,Pass,0,Second,2,5312,2,3,8,39168,1,1,1,16,16,6 bit LLR,416,0.406,1,2,3,C-RNTI,0,2,,Pass,0,First,0,4736,2,3,8,35904,0,1,0,16,16,6 bit LLR,405,0.396,0,Pass,1,First,0,4736,2,3,8,35904,1,1,0,16,16,6 bit LLR,405,0.396,0,3,6,C-RNTI,0,2,,Pass,0,First,0,6144,1,2,8,20480,0,1,0,16,16,6 bit LLR,614,0.600,0,Pass,0,First,0,4352,2,3,8,30720,1,1,0,16,16,6 bit LLR,435,0.425,0,4,0,C-RNTI,0,2,,Fail,0,First,0,4224,2,3,8,22528,0,1,0,16,16,6 bit LLR,576,0.562,0,Pass,0,First,0,4736,2,3,8,33792,1,1,0,16,16,6 bit LLR,430,0.420,0,5,2,C-RNTI,0,2,,Pass,0,First,0,4544,2,3,8,25536,0,1,0,16,16,6 bit LLR,546,0.533,0,Fail,0,First,0,5312,2,3,8,38304,1,1,0,16,16,6 bit LLR,426,0.416,0,6,1,C-RNTI,0,2,,Pass,1,Second,2,3264,1,2,8,16320,0,1,0,16,16,6 bit LLR,409,0.399,1,Pass,0,Second,2,3264,1,2,8,16320,1,1,1,16,16,6 bit LLR,409,0.399,1,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:15.665186,126,349,7,941,0,8,4,7382,PCC,7,,0,5,C-RNTI,0,2,,Pass,0,Second,2,4352,2,3,8,32640,0,1,0,16,16,6 bit LLR,409,0.399,1,Pass,1,First,0,5760,1,2,8,21760,1,1,0,16,16,6 bit LLR,542,0.529,0,1,7,C-RNTI,0,2,,Pass,0,First,0,4928,2,3,8,26112,0,1,0,16,16,6 bit LLR,579,0.565,0,Pass,0,First,0,5312,2,3,8,39168,1,1,0,16,16,6 bit LLR,416,0.406,0,2,4,C-RNTI,0,2,,Pass,1,First,0,4928,2,3,8,28288,0,1,0,16,16,6 bit LLR,535,0.522,0,Pass,1,First,0,5312,2,3,8,28288,1,1,0,16,16,6 bit LLR,576,0.562,0,3,3,C-RNTI,0,2,,Fail,1,First,0,5760,1,2,8,25728,0,1,0,16,16,6 bit LLR,458,0.447,0,Pass,0,First,0,5184,1,2,8,25728,1,1,0,16,16,6 bit LLR,412,0.402,0,4,6,C-RNTI,0,2,,Pass,1,First,0,4928,2,3,8,26624,0,1,0,16,16,6 bit LLR,568,0.555,0,Pass,1,First,0,5696,2,3,8,39936,1,1,0,16,16,6 bit LLR,438,0.428,0,5,0,C-RNTI,0,2,,Pass,0,Second,2,4224,2,3,8,23936,0,1,2,16,16,6 bit LLR,542,0.529,1,Pass,1,First,0,4224,2,3,8,23936,1,1,0,16,16,6 bit LLR,542,0.529,0,6,2,C-RNTI,0,2,,Pass,1,First,0,6144,1,2,8,26112,0,1,0,16,16,6 bit LLR,481,0.470,0,Pass,0,Second,2,5312,2,3,8,39168,1,1,1,16,16,6 bit LLR,416,0.406,1,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:15.672016,126,349,4,942,0,8,4,7382,PCC,7,,0,1,C-RNTI,0,2,,Pass,0,First,0,4544,2,3,8,26112,0,1,0,16,16,6 bit LLR,534,0.521,0,Pass,1,First,0,4928,2,3,8,26112,1,1,0,16,16,6 bit LLR,579,0.565,0,1,5,C-RNTI,0,2,,Pass,1,First,0,3648,1,2,8,14144,0,1,0,16,16,6 bit LLR,528,0.516,0,Pass,0,First,0,4288,1,2,8,14144,1,1,0,16,16,6 bit LLR,620,0.605,0,2,7,C-RNTI,0,2,,Pass,1,First,0,5760,1,2,8,23936,0,1,0,16,16,6 bit LLR,492,0.480,0,Pass,1,First,0,4736,2,3,8,35904,1,1,0,16,16,6 bit LLR,405,0.396,0,3,4,C-RNTI,0,2,,Pass,0,First,0,4608,1,2,8,17408,0,1,0,16,16,6 bit LLR,542,0.529,0,Pass,0,First,0,5760,1,2,8,26112,1,1,0,16,16,6 bit LLR,451,0.440,0,4,3,C-RNTI,0,2,,Pass,1,Second,2,5760,1,2,8,26112,0,1,1,16,16,6 bit LLR,451,0.440,1,Pass,1,First,0,4160,1,2,8,17408,1,1,0,16,16,6 bit LLR,489,0.478,0,5,6,C-RNTI,0,2,,Pass,0,First,0,4608,1,2,8,16384,0,1,0,16,16,6 bit LLR,576,0.562,0,Pass,0,First,0,4608,1,2,8,16384,1,1,0,16,16,6 bit LLR,576,0.562,0,6,0,C-RNTI,0,2,,Pass,1,First,0,5952,1,2,8,25088,0,1,0,16,16,6 bit LLR,485,0.474,0,Pass,0,First,0,4928,2,3,8,25088,1,1,0,16,16,6 bit LLR,603,0.589,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:15.679165,126,349,1,943,0,8,4,7382,PCC,7,,0,2,C-RNTI,0,2,,Pass,0,First,0,6144,1,2,8,24576,0,1,0,16,16,6 bit LLR,512,0.500,0,Pass,1,First,0,4928,2,3,8,24576,1,1,0,16,16,6 bit LLR,616,0.602,0,1,1,C-RNTI,0,2,,Pass,1,First,0,4544,2,3,8,26624,0,1,0,16,16,6 bit LLR,524,0.512,0,Pass,0,First,0,5312,2,3,8,26624,1,1,0,16,16,6 bit LLR,612,0.598,0,2,5,C-RNTI,0,2,,Pass,0,First,0,6144,2,3,8,36864,0,1,0,16,16,6 bit LLR,512,0.500,0,Pass,1,First,0,5568,3,4,8,36864,1,1,0,16,16,6 bit LLR,618,0.604,0,3,7,C-RNTI,0,2,,Pass,0,First,0,4160,1,2,8,16384,0,1,0,16,16,6 bit LLR,520,0.508,0,Pass,0,First,0,5760,1,2,8,24576,1,1,0,16,16,6 bit LLR,480,0.469,0,4,4,C-RNTI,0,2,,Pass,1,First,0,3136,1,2,8,11904,0,1,0,16,16,6 bit LLR,539,0.526,0,Pass,1,First,0,3904,1,2,8,17856,1,1,0,16,16,6 bit LLR,447,0.437,0,5,3,C-RNTI,0,2,,Pass,0,First,0,4608,1,2,8,18432,0,1,0,16,16,6 bit LLR,512,0.500,0,Pass,0,First,0,5952,1,2,8,27648,1,1,0,16,16,6 bit LLR,440,0.430,0,6,6,C-RNTI,0,2,,Pass,1,First,0,4160,1,2,8,16704,0,1,0,16,16,6 bit LLR,510,0.498,0,Pass,1,First,0,5568,1,2,8,16704,1,1,0,16,16,6 bit LLR,682,0.666,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:15.686267,126,349,8,943,0,8,4,7382,PCC,7,,0,0,C-RNTI,0,2,,Pass,0,First,0,3648,1,2,8,14848,0,1,0,16,16,6 bit LLR,503,0.491,0,Pass,1,First,0,5184,1,2,8,22272,1,1,0,16,16,6 bit LLR,476,0.465,0,1,2,C-RNTI,0,2,,Pass,1,First,0,4992,1,2,8,20416,0,1,0,16,16,6 bit LLR,500,0.488,0,Pass,0,First,0,4544,2,3,8,20416,1,1,0,16,16,6 bit LLR,683,0.667,0,2,1,C-RNTI,0,2,,Pass,0,First,0,5952,1,2,8,22592,0,1,0,16,16,6 bit LLR,539,0.526,0,Pass,1,First,0,4544,2,3,8,22592,1,1,0,16,16,6 bit LLR,617,0.603,0,3,5,C-RNTI,0,2,,Pass,1,First,0,4992,1,2,8,20416,0,1,0,16,16,6 bit LLR,500,0.488,0,Pass,0,First,0,4224,2,3,8,20416,1,1,0,16,16,6 bit LLR,635,0.620,0,4,7,C-RNTI,0,2,,Pass,1,First,0,5120,2,3,8,31552,0,1,0,16,16,6 bit LLR,498,0.486,0,Pass,1,First,0,5888,2,3,8,31552,1,1,0,16,16,6 bit LLR,573,0.560,0,5,4,C-RNTI,0,2,,Pass,0,First,0,5760,1,2,8,20416,0,1,0,16,16,6 bit LLR,577,0.563,0,Pass,0,First,0,4544,2,3,8,20416,1,1,0,16,16,6 bit LLR,683,0.667,0,6,3,C-RNTI,0,2,,Pass,1,First,0,5952,1,2,8,24128,0,1,0,16,16,6 bit LLR,505,0.493,0,Pass,1,First,0,4928,2,3,8,24128,1,1,0,16,16,6 bit LLR,627,0.612,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:15.693078,126,349,5,944,0,8,4,7382,PCC,7,,0,6,C-RNTI,0,2,,Pass,0,First,0,5760,1,2,8,20224,0,1,0,16,16,6 bit LLR,583,0.569,0,Pass,0,First,0,4224,2,3,8,20224,1,1,0,16,16,6 bit LLR,641,0.626,0,1,0,C-RNTI,0,2,,Pass,1,First,0,5120,2,3,8,31552,0,1,0,16,16,6 bit LLR,498,0.486,0,Pass,0,First,0,4992,3,4,8,31552,1,1,0,16,16,6 bit LLR,648,0.633,0,2,2,C-RNTI,0,2,,Pass,0,First,0,5952,1,2,8,24128,0,1,0,16,16,6 bit LLR,505,0.493,0,Pass,1,First,0,4928,2,3,8,24128,1,1,0,16,16,6 bit LLR,627,0.612,0,3,1,C-RNTI,0,2,,Pass,1,First,0,5952,1,2,8,24128,0,1,0,16,16,6 bit LLR,505,0.493,0,Pass,0,First,0,4928,2,3,8,24128,1,1,0,16,16,6 bit LLR,627,0.612,0,4,5,C-RNTI,0,2,,Pass,0,First,0,6144,1,2,8,22272,0,1,0,16,16,6 bit LLR,564,0.551,0,Pass,1,First,0,4928,2,3,8,22272,1,1,0,16,16,6 bit LLR,679,0.663,0,5,7,C-RNTI,0,2,,Pass,0,First,0,3264,1,2,8,13312,0,1,0,16,16,6 bit LLR,502,0.490,0,Pass,0,First,0,4992,1,2,8,13312,1,1,0,16,16,6 bit LLR,768,0.750,0,6,4,C-RNTI,0,2,,Pass,1,First,0,4160,1,2,8,16704,0,1,0,16,16,6 bit LLR,510,0.498,0,Pass,1,First,0,5184,1,2,8,16704,1,1,0,16,16,6 bit LLR,635,0.620,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:15.700216,126,349,2,945,0,8,4,7382,PCC,7,,0,3,C-RNTI,0,2,,Pass,0,First,0,4608,1,2,8,16704,0,1,0,16,16,6 bit LLR,564,0.551,0,Pass,0,First,0,5568,1,2,8,16704,1,1,0,16,16,6 bit LLR,682,0.666,0,1,6,C-RNTI,0,2,,Pass,1,First,0,5568,1,2,8,22272,0,1,0,16,16,6 bit LLR,512,0.500,0,Pass,1,First,0,4544,2,3,8,22272,1,1,0,16,16,6 bit LLR,626,0.611,0,2,0,C-RNTI,0,2,,Pass,0,First,0,4608,1,2,8,16704,0,1,0,16,16,6 bit LLR,564,0.551,0,Pass,1,First,0,5184,1,2,8,16704,1,1,0,16,16,6 bit LLR,635,0.620,0,3,2,C-RNTI,0,2,,Pass,1,First,0,5952,1,2,8,23552,0,1,0,16,16,6 bit LLR,517,0.505,0,Pass,0,First,0,4544,2,3,8,23552,1,1,0,16,16,6 bit LLR,592,0.578,0,4,1,C-RNTI,0,2,,Pass,0,First,0,6144,1,2,8,22272,0,1,0,16,16,6 bit LLR,564,0.551,0,Pass,1,First,0,4544,2,3,8,22272,1,1,0,16,16,6 bit LLR,626,0.611,0,5,5,C-RNTI,0,2,,Pass,1,First,0,6144,1,2,8,22272,0,1,0,16,16,6 bit LLR,564,0.551,0,Pass,0,First,0,4544,2,3,8,22272,1,1,0,16,16,6 bit LLR,626,0.611,0,6,7,C-RNTI,0,2,,Pass,1,First,0,4544,2,3,8,24128,0,1,0,16,16,6 bit LLR,578,0.564,0,Pass,1,First,0,4928,2,3,8,24128,1,1,0,16,16,6 bit LLR,627,0.612,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:15.706993,126,349,9,945,0,8,4,7382,PCC,7,,0,4,C-RNTI,0,2,,Pass,0,First,0,5760,1,2,8,20416,0,1,0,16,16,6 bit LLR,577,0.563,0,Pass,0,First,0,5760,1,2,8,20416,1,1,0,16,16,6 bit LLR,577,0.563,0,1,3,C-RNTI,0,2,,Pass,1,First,0,5184,1,2,8,18048,0,1,0,16,16,6 bit LLR,588,0.574,0,Pass,1,First,0,5760,1,2,8,18048,1,1,0,16,16,6 bit LLR,653,0.638,0,2,6,C-RNTI,0,2,,Pass,0,First,0,4544,2,3,8,22272,0,1,0,16,16,6 bit LLR,626,0.611,0,Pass,0,First,0,4928,2,3,8,22272,1,1,0,16,16,6 bit LLR,679,0.663,0,3,0,C-RNTI,0,2,,Pass,1,First,0,6144,1,2,8,22272,0,1,0,16,16,6 bit LLR,564,0.551,0,Pass,0,First,0,4544,2,3,8,22272,1,1,0,16,16,6 bit LLR,626,0.611,0,4,2,C-RNTI,0,2,,Pass,0,First,0,4928,2,3,8,24128,0,1,0,16,16,6 bit LLR,627,0.612,0,Pass,1,First,0,5312,2,3,8,24128,1,1,0,16,16,6 bit LLR,676,0.660,0,5,1,C-RNTI,0,2,,Pass,1,First,0,4544,2,3,8,24128,0,1,0,16,16,6 bit LLR,578,0.564,0,Pass,0,First,0,4928,2,3,8,24128,1,1,0,16,16,6 bit LLR,627,0.612,0,6,5,C-RNTI,0,2,,Pass,0,First,0,3648,1,2,8,12800,0,1,0,16,16,6 bit LLR,583,0.569,0,Pass,1,First,0,4288,1,2,8,12800,1,1,0,16,16,6 bit LLR,686,0.670,0,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:15.714134,126,349,6,946,0,8,4,7382,PCC,7,,0,7,C-RNTI,0,2,,Pass,0,First,0,4160,1,2,8,14848,0,1,0,16,16,6 bit LLR,573,0.560,0,Pass,0,First,0,5184,1,2,8,22272,1,1,0,16,16,6 bit LLR,476,0.465,0,1,4,C-RNTI,0,2,,Pass,1,First,0,5760,1,2,8,18560,0,1,0,16,16,6 bit LLR,635,0.620,0,Pass,1,First,0,4352,2,3,8,27840,1,1,0,16,16,6 bit LLR,480,0.469,0,2,3,C-RNTI,0,2,,Pass,0,First,0,5760,1,2,8,20416,0,1,0,16,16,6 bit LLR,577,0.563,0,Pass,0,First,0,4224,2,3,8,20416,1,1,0,16,16,6 bit LLR,635,0.620,0,3,6,C-RNTI,0,2,,Pass,1,First,0,4608,1,2,8,14848,0,1,0,16,16,6 bit LLR,635,0.620,0,Pass,1,First,0,5184,1,2,8,22272,1,1,0,16,16,6 bit LLR,476,0.465,0,4,0,C-RNTI,0,2,,Pass,0,First,0,4992,1,2,8,18880,0,1,0,16,16,6 bit LLR,541,0.528,0,Pass,1,First,0,4224,2,3,8,18880,1,1,0,16,16,6 bit LLR,687,0.671,0,5,2,C-RNTI,0,2,,Pass,1,First,0,4160,1,2,8,14848,0,1,0,16,16,6 bit LLR,573,0.560,0,Pass,0,First,0,5184,1,2,8,22272,1,1,0,16,16,6 bit LLR,476,0.465,0,6,1,C-RNTI,0,2,,Pass,0,First,0,4224,2,3,8,20416,0,1,0,16,16,6 bit LLR,635,0.620,0,Pass,1,First,0,4736,2,3,8,30624,1,1,0,16,16,6 bit LLR,475,0.464,0,,,,,,
3648,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:21.489110,126,349,2,495,0,8,4,7382,PCC,7,,0,0,C-RNTI,0,2,,Pass,0,First,0,5184,1,2,8,20480,0,1,0,16,16,6 bit LLR,518,0.506,0,Pass,1,First,0,5760,1,2,8,20480,1,1,0,16,16,6 bit LLR,576,0.562,0,1,2,C-RNTI,0,2,,Pass,0,First,0,3264,0,1,8,7424,0,1,0,16,16,6 bit LLR,450,0.439,0,Pass,1,First,0,4160,0,1,8,7424,1,1,0,16,16,6 bit LLR,573,0.560,0,37,6,C-RNTI,0,1,,Pass,1,First,0,200,0,1,8,1024,0,1,0,16,16,6 bit LLR,200,0.195,0,51,5,C-RNTI,0,2,,Pass,0,First,0,5184,3,4,8,36864,0,1,0,16,16,6 bit LLR,576,0.562,0,Pass,1,First,0,5568,3,4,8,36864,1,1,0,16,16,6 bit LLR,618,0.604,0,52,7,C-RNTI,0,2,,Pass,1,First,0,5184,1,2,8,24576,0,1,0,16,16,6 bit LLR,432,0.422,0,Pass,0,First,0,5760,1,2,8,24576,1,1,0,16,16,6 bit LLR,480,0.469,0,54,1,C-RNTI,0,2,,Pass,0,First,0,5568,1,2,8,16704,0,1,0,16,16,6 bit LLR,682,0.666,0,Pass,0,First,0,5568,1,2,8,16704,1,1,0,16,16,6 bit LLR,682,0.666,0,55,4,C-RNTI,0,2,,Fail,0,First,0,5184,3,4,8,49152,0,1,0,16,16,6 bit LLR,432,0.422,0,Fail,0,First,0,5760,3,4,8,49152,1,1,0,16,16,6 bit LLR,480,0.469,0,,,,,,,,,,,,,,,,,,,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:21.497018,126,349,8,500,0,8,4,7382,PCC,7,,0,3,C-RNTI,0,2,,Fail,0,First,0,3904,1,2,8,16704,0,1,0,16,16,6 bit LLR,478,0.467,0,Fail,0,First,0,4416,1,2,8,16704,1,1,0,16,16,6 bit LLR,541,0.528,0,1,0,C-RNTI,0,2,,Fail,1,First,0,4352,2,3,8,27840,0,1,0,16,16,6 bit LLR,480,0.469,0,Fail,0,First,0,6144,1,2,8,18560,1,1,0,16,16,6 bit LLR,677,0.661,0,3,2,C-RNTI,0,2,,Pass,1,First,0,5760,1,2,8,18560,0,1,0,16,16,6 bit LLR,635,0.620,0,Pass,0,First,0,5760,1,2,8,18560,1,1,0,16,16,6 bit LLR,635,0.620,0,4,6,C-RNTI,0,2,,Pass,0,First,0,4992,1,2,8,16384,0,1,0,16,16,6 bit LLR,624,0.609,0,Pass,1,First,0,5760,1,2,8,24576,1,1,0,16,16,6 bit LLR,480,0.469,0,5,5,C-RNTI,0,2,,Pass,1,First,0,5184,1,2,8,16704,0,1,0,16,16,6 bit LLR,635,0.620,0,Pass,0,First,0,5568,1,2,8,16704,1,1,0,16,16,6 bit LLR,682,0.666,0,6,7,C-RNTI,0,2,,Pass,0,First,0,5568,1,2,8,16704,0,1,0,16,16,6 bit LLR,682,0.666,0,Pass,1,First,0,5568,1,2,8,16704,1,1,0,16,16,6 bit LLR,682,0.666,0,7,4,C-RNTI,0,2,,Pass,0,Second,2,5184,3,4,8,48864,0,1,0,16,16,6 bit LLR,434,0.424,1,Pass,0,Second,2,5760,3,4,8,48864,1,1,1,16,16,6 bit LLR,482,0.471,1,,,,,,
3920,LTE_PHY_PDSCH_Decoding_Result,2021-11-29 18:43:21.504121,126,349,6,501,0,8,4,7382,PCC,7,,0,3,C-RNTI,0,2,,Pass,0,Second,2,3904,1,2,8,18432,0,1,0,16,16,6 bit LLR,433,0.423,1,Pass,0,Second,2,4416,1,2,8,18432,1,1,0,16,16,6 bit LLR,490,0.479,1,1,0,C-RNTI,0,2,,Pass,1,Second,2,4352,2,3,8,30720,0,1,1,16,16,6 bit LLR,435,0.425,1,Pass,0,Second,2,6144,1,2,8,20480,1,1,0,16,16,6 bit LLR,614,0.600,1,2,1,C-RNTI,0,2,,Pass,1,First,0,5184,3,4,8,34816,0,1,0,16,16,6 bit LLR,609,0.595,0,Pass,1,First,0,5568,3,4,8,52224,1,1,0,16,16,6 bit LLR,436,0.426,0,3,2,C-RNTI,0,2,,Pass,0,First,0,5760,3,4,8,45056,0,1,0,16,16,6 bit LLR,523,0.511,0,Pass,1,First,0,5120,4,5,8,45056,1,1,0,16,16,6 bit LLR,581,0.567,0,4,6,C-RNTI,0,2,,Pass,1,First,0,5120,4,5,8,44544,0,1,0,16,16,6 bit LLR,588,0.574,0,Pass,0,First,0,5504,4,5,8,44544,1,1,0,16,16,6 bit LLR,632,0.617,0,5,5,C-RNTI,0,2,,Pass,0,First,0,416,0,1,8,1024,0,1,0,16,16,6 bit LLR,416,0.406,0,Pass,1,First,0,1312,0,1,8,3072,1,1,0,16,16,6 bit LLR,437,0.427,0,6,7,C-RNTI,0,2,,Pass,1,First,0,5568,1,2,8,18432,0,1,0,16,16,6 bit LLR,618,0.604,0,Pass,0,First,0,5184,1,2,8,18432,1,1,0,16,16,6 bit LLR,576,0.562,0,,,,,,
